#-----------------------------
# Spells
#-----------------------------
ID,Name
1070000,Glintstone Kris
1000000,Dagger
1010000,Black Knife
1020000,Parrying Dagger
1030000,Misericorde
1040000,Reduvia
1050000,Crystal Knife
1060000,Celebrant's Sickle
1080000,Scorpion's Stinger
1090000,Great Knife
1100000,Wakizashi
1110000,Cinquedea
1130000,Ivory Sickle
1140000,Bloodstained Dagger
1150000,Erdsteel Dagger
1160000,Blade of Calling
1500000,Main-gauche
2000000,Longsword
2010000,Short Sword
2020000,Broadsword
2040000,Lordsworn's Straight Sword
2050000,Weathered Straight Sword
2060000,Ornamental Straight Sword
2070000,Golden Epitaph
2080000,Nox Flowing Sword
2090000,Inseparable Sword
2110000,Coded Sword
2140000,Sword of Night and Flame
2150000,Crystal Sword
2180000,Carian Knight's Sword
2190000,Sword of St. Trina
2200000,Miquellan Knight's Sword
2210000,Cane Sword
2220000,Regalia of Eochaid
2230000,Noble's Slender Sword
2240000,Warhawk's Talon
2250000,Lazuli Glintstone Sword
2260000,Rotten Crystal Sword
2510000,Velvet Sword of St. Trina
2520000,Star-Lined Sword
2530000,Carian Sorcery Sword
2540000,Stone-Sheathed Sword
2550000,Sword of Light
2560000,Sword of Darkness
3000000,Bastard Sword
3010000,Forked Greatsword
3020000,Iron Greatsword
3030000,Lordsworn's Greatsword
3040000,Knight's Greatsword
3050000,Flamberge
3060000,Ordovis's Greatsword
3070000,Alabaster Lord's Sword
3080000,Banished Knight's Greatsword
3090000,Dark Moon Greatsword
3100000,Sacred Relic Sword
3130000,Helphen's Steeple
3140000,Blasphemous Blade
3150000,Marais Executioner's Sword
3160000,Sword of Milos
3170000,Golden Order Greatsword
3180000,Claymore
3190000,Gargoyle's Greatsword
3200000,Death's Poker
3210000,Gargoyle's Blackblade
3500000,Sword Lance
3510000,Greatsword of Damnation
3520000,Lizard Greatsword
3550000,Greatsword of Solitude
4000000,Greatsword
4010000,Watchdog's Greatsword
4020000,Maliketh's Black Blade
4030000,Troll's Golden Sword
4040000,Zweihander
4050000,Starscourge Greatsword
4060000,Royal Greatsword
4070000,Godslayer's Greatsword
4080000,Ruins Greatsword
4100000,Grafted Blade Greatsword
4110000,Troll Knight's Sword
4500000,Ancient Meteoric Ore Greatsword
4520000,Fire Knight's Greatsword
4530000,Greatsword of Radahn (Lord)
4540000,Moonrithyll's Knight Sword
4550000,Greatsword of Radahn (Light)
4690000,[NPC] Moonrithyll's Knight Sword
5000000,Estoc
5010000,Cleanrot Knight's Sword
5020000,Rapier
5030000,Rogier's Rapier
5040000,Antspur Rapier
5050000,Frozen Needle
5060000,Noble's Estoc
6000000,Bloody Helice
6010000,Godskin Stitcher
6020000,Great Epee
6040000,Dragon King's Cragblade
6500000,Queelign's Greatsword
7000000,Falchion
7010000,Beastman's Curved Sword
7020000,Shotel
7030000,Shamshir
7040000,Bandit's Curved Sword
7050000,Magma Blade
7060000,Flowing Curved Sword
7070000,Wing of Astel
7080000,Scavenger's Curved Sword
7100000,Eclipse Shotel
7110000,Serpent-God's Curved Sword
7120000,Mantis Blade
7140000,Scimitar
7150000,Grossmesser
7500000,Spirit Sword
7510000,Falx
7520000,Dancing Blade of Ranah
7530000,Horned Warrior's Sword
8010000,Onyx Lord's Greatsword
8020000,Dismounter
8030000,Bloodhound's Fang
8040000,Magma Wyrm's Scalesword
8050000,Zamor Curved Sword
8060000,Omen Cleaver
8070000,Monk's Flameblade
8080000,Beastman's Cleaver
8100000,Morgott's Cursed Sword
8500000,Putrescence Cleaver
8510000,Freyja's Greatsword
8520000,Horned Warrior's Greatsword
9000000,Uchigatana
9010000,Nagakiba
